net,length_um
po_0.regf_0.rf\[0\]\[15\],13.46
_0888_,13.4
_0695_,13.38
_1233_,13.34
_0434_,13.32
_0667_,13.31
po_0.regf_0.rf\[6\]\[1\],13.245
_1308_,13.24
_1197_,13.195
po_0.regf_0.rf\[3\]\[1\],13.14
_0500_,13.12
_0526_,13.06
po_0.regf_0.rf\[15\]\[11\],13
_1580_,12.96
_1159_,12.94
po_0.regf_0.rf\[10\]\[0\],12.85
po_0.regf_0.rf\[15\]\[8\],12.76
_1249_,12.74
_1200_,12.66
_1388_,12.62
po_0.regf_0.rf\[15\]\[15\],12.62
_1262_,12.6
_0639_,12.58
_1053_,12.58
_0420_,12.5
_0907_,12.34
_0943_,12.34
_0617_,12.3
_0803_,12.3
_1490_,12.3
_1411_,12.24
_0613_,12.2
_1389_,12.18
_0686_,12.16
_1138_,12.14
_1430_,12.14
_1518_,12.08
po_0.regf_0.rf\[5\]\[10\],12.08
_0723_,12.06
D_R_data[9],12.02
I_data[0],12.02
I_data[3],12.02
clock,12.02
po_0.alu_0._11_\[7\],11.9
_0614_,11.88
_0691_,11.88
_1410_,11.86
_0683_,11.8
_0213_,11.765
_0806_,11.74
_0867_,11.74
po_0.alu_0._10_\[0\],11.74
po_0.regf_0.rf\[9\]\[8\],11.7
_1210_,11.68
_1314_,11.66
D_R_data[3],11.56
_0636_,11.56
_0414_,11.48
D_R_data[2],11.45
po_0.regf_0.rf\[5\]\[6\],11.42
_0221_,11.285
_0508_,11.28
_0709_,11.26
_1196_,11.255
_0427_,11.24
po_0.alu_0._10_\[4\],11.24
_0632_,11.22
_0921_,11.16
_0089_,11.105
_0662_,11.1
_1154_,11.08
po_0.regf_0.rf\[11\]\[8\],11.08
_0885_,11.06
_1227_,11.04
_0210_,11.025
D_R_data[14],11.02
I_data[9],11.02
_0894_,11.02
D_W_data[0],11
D_addr[5],11
D_wr,11
I_addr[13],11
I_addr[3],11
I_addr[4],11
I_addr[8],11
I_addr[9],11
I_rd,11
led_clock,11
_0578_,10.94
_1336_,10.94
_0532_,10.92
_0555_,10.92
_1142_,10.92
po_0.muxf_0.rf_w_data\[2\],10.9
_0830_,10.88
_0147_,10.865
po_0.regf_0.rf\[4\]\[9\],10.86
_1266_,10.82
_1097_,10.8
_0398_,10.78
po_0.alu_0._10_\[15\],10.78
D_R_data[10],10.76
D_R_data[5],10.76
D_W_data[4],10.75
_0710_,10.74
_1214_,10.74
_1616_,10.72
_1532_,10.7
_0790_,10.68
_1006_,10.66
uc_0._21_\[2\],10.62
po_0.regf_0.rf\[10\]\[13\],10.615
_0899_,10.6
_0771_,10.55
_0751_,10.54
_0572_,10.44
_1236_,10.44
_1439_,10.44
_1531_,10.44
_0608_,10.42
_0665_,10.42
_0600_,10.34
net65,10.34
_1312_,10.32
_0718_,10.3
_1243_,10.28
_1354_,10.28
po_0.regf_0.rq_addr\[3\],10.28
_0360_,10.26
_0858_,10.24
_0587_,10.22
_0720_,10.22
_0936_,10.22
_1498_,10.2
_0687_,10.18
po_0.regf_0.rp_addr\[2\],10.18
_0284_,10.145
_1618_,10.14
I_data[8],10.11
_0392_,10.1
D_addr[1],10.08
_1240_,10.08
leds[0],10.08
_0940_,10.04
_0783_,10.02
_1361_,10.02
_0433_,9.98
_0716_,9.96
po_0.regf_0.rf\[5\]\[8\],9.94
_1250_,9.88
_1322_,9.88
_1408_,9.88
_0357_,9.86
_1005_,9.86
_1281_,9.86
po_0.alu_0._10_\[3\],9.86
_1008_,9.82
po_0.muxf_0.rf_w_data\[4\],9.82
po_0.regf_0.rp_addr\[0\],9.82
_0567_,9.78
_1470_,9.78
I_data[4],9.77
_0967_,9.76
_1362_,9.74
_0688_,9.72
_1401_,9.72
_0152_,9.685
_0276_,9.685
_0694_,9.66
D_W_data[12],9.65
I_data[12],9.64
_1423_,9.64
_1071_,9.58
_0503_,9.56
net52,9.56
_0925_,9.48
_1257_,9.48
_1432_,9.48
po_0.regf_0._5_\[6\],9.48
_0064_,9.445
_1191_,9.44
_1182_,9.42
_0363_,9.4
_1463_,9.4
_0939_,9.36
_1455_,9.36
_1608_,9.32
_1060_,9.3
_1396_,9.26
_0083_,9.225
_1055_,9.2
_0568_,9.18
_0914_,9.18
_0389_,9.16
_0712_,9.16
_0604_,9.08
_0068_,9.075
_1216_,9.06
po_0.alu_0._10_\[14\],9.02
po_0.alu_0._11_\[15\],9.02
_0124_,9.005
_0517_,8.98
D_addr[0],8.96
D_addr[2],8.96
D_addr[3],8.96
D_addr[7],8.96
D_rd,8.96
I_addr[10],8.96
I_addr[12],8.96
I_addr[1],8.96
_1474_,8.96
leds[1],8.96
_1033_,8.94
_1037_,8.94
_1325_,8.94
_1365_,8.94
_0203_,8.905
_0482_,8.9
_0627_,8.9
_1303_,8.9
_1625_,8.88
_1045_,8.86
D_R_data[13],8.84
I_data[15],8.84
_1057_,8.84
_1116_,8.84
_0537_,8.82
_0826_,8.8
_0095_,8.785
_0486_,8.78
po_0.regf_0.rf\[3\]\[4\],8.78
_0162_,8.76
_0228_,8.755
D_R_data[0],8.75
_0008_,8.725
D_R_data[15],8.72
D_R_data[1],8.72
D_R_data[8],8.72
I_data[11],8.72
I_data[5],8.72
I_data[6],8.72
_1293_,8.7
_0544_,8.68
_1543_,8.68
D_W_data[8],8.63
_1296_,8.62
_0215_,8.615
_0423_,8.6
_0506_,8.6
po_0.alu_0._10_\[11\],8.6
_0905_,8.56
_1203_,8.56
_1503_,8.56
_1631_,8.56
_0911_,8.5
_1384_,8.5
_0341_,8.485
_0502_,8.48
po_0.regf_0._5_\[14\],8.48
_0649_,8.44
_0696_,8.44
_1086_,8.44
_1105_,8.4
_0880_,8.38
_0986_,8.36
_1152_,8.34
_0672_,8.24
_1165_,8.24
_0216_,8.225
_0674_,8.2
_1139_,8.16
_0044_,8.155
_1323_,8.14
_0814_,8.12
_1047_,8.12
_0552_,8.1
_0726_,8.1
_0933_,8.1
_1276_,8.1
_1556_,8.1
_0225_,8.065
_0819_,8.06
_0855_,8.06
_1587_,8.06
_1632_,8.06
_0958_,8.04
_1253_,8.04
D_W_data[13],8.03
_0733_,8.02
_1372_,8.02
_1437_,8.02
_1485_,8.02
_1098_,7.98
po_0.regf_0._3_\[7\],7.98
_0214_,7.94
_0349_,7.94
_0556_,7.94
_1111_,7.94
_0515_,7.92
_0404_,7.9
_1189_,7.9
_1272_,7.9
_1599_,7.86
_0127_,7.845
_0378_,7.82
_0130_,7.805
_0607_,7.78
_1554_,7.78
po_0.regf_0.rp_addr\[1\],7.76
_0301_,7.725
_0356_,7.72
_0901_,7.7
_1311_,7.7
po_0.alu_0._10_\[13\],7.7
_0545_,7.68
_0764_,7.68
_1092_,7.68
_0975_,7.66
_1095_,7.66
_0448_,7.64
_0516_,7.64
_0573_,7.64
_0881_,7.64
_1084_,7.64
_0226_,7.605
_0394_,7.58
D_W_data[3],7.57
_0804_,7.56
_1267_,7.56
_1577_,7.56
_0381_,7.52
_0442_,7.52
_1001_,7.52
_1049_,7.52
_1104_,7.52
_1333_,7.52
_1335_,7.52
_1375_,7.52
po_0.muxf_0.rf_w_data\[3\],7.52
_0101_,7.505
_0865_,7.5
_1173_,7.5
_1088_,7.48
_1477_,7.48
_1056_,7.44
_1508_,7.44
_0329_,7.42
_1215_,7.42
_0461_,7.4
_1391_,7.4
_0223_,7.385
_0590_,7.38
_0412_,7.36
D_W_data[11],7.35
_0097_,7.345
_0494_,7.32
_1260_,7.32
_0164_,7.305
_0546_,7.22
_0645_,7.22
_0919_,7.22
_1307_,7.22
_1313_,7.22
_1514_,7.22
_0661_,7.2
_0510_,7.18
_0577_,7.18
_0592_,7.18
_0935_,7.18
_0962_,7.18
_1099_,7.18
_1426_,7.18
po_0.regf_0.rf\[5\]\[7\],7.18
_0286_,7.165
_1177_,7.12
_1195_,7.12
_0818_,7.1
_1431_,7.1
_1507_,7.1
_1536_,7.08
_0832_,7.06
_0839_,7.06
_0942_,7.06
_0960_,7.06
_1342_,7.06
_1368_,7.06
_1429_,7.06
_1447_,7.06
_1478_,7.06
_1480_,7.06
_1504_,7.06
_0163_,7
_0193_,7
_0306_,7
_0497_,7
_1317_,7
_1406_,6.98
_0205_,6.94
_1184_,6.94
_0086_,6.925
_0559_,6.9
_0122_,6.885
_0258_,6.885
_0730_,6.86
_0609_,6.84
_0200_,6.825
_0309_,6.785
D_R_data[12],6.77
_0794_,6.76
_1475_,6.76
_0646_,6.74
_0870_,6.74
_1162_,6.74
po_0.regf_0.rp_addr\[3\],6.74
_0075_,6.725
_0446_,6.72
_0664_,6.72
_1007_,6.72
_1087_,6.72
_1232_,6.72
_0041_,6.685
_0173_,6.685
_0272_,6.685
_1194_,6.66
_1560_,6.66
_0084_,6.645
_1002_,6.64
_1038_,6.64
_1114_,6.64
_1205_,6.64
_1330_,6.64
_1404_,6.64
_1449_,6.64
_0424_,6.6
_1044_,6.6
_1213_,6.6
_1328_,6.6
po_0.regf_0._3_\[2\],6.6
_0812_,6.59
_1334_,6.52
_1212_,6.51
_0996_,6.5
_1376_,6.5
_0514_,6.48
_0077_,6.425
_0239_,6.425
_0454_,6.42
_1394_,6.42
_0495_,6.38
_1594_,6.38
_0091_,6.365
_0119_,6.365
_0123_,6.365
_0224_,6.365
_0252_,6.365
_0275_,6.365
_0291_,6.365
_0628_,6.32
_0529_,6.3
_0638_,6.3
_0965_,6.3
_1353_,6.3
_1370_,6.3
_1501_,6.3
_1637_,6.3
po_0.alu_0._10_\[2\],6.3
po_0.alu_0._10_\[5\],6.3
_1125_,6.28
_0014_,6.265
_0020_,6.265
_0135_,6.265
_0599_,6.26
_1020_,6.26
_1035_,6.26
_1400_,6.26
_0131_,6.225
D_addr[6],6.21
leds[2],6.21
_0897_,6.2
_1402_,6.2
_1418_,6.2
_1448_,6.2
_0190_,6.185
_0073_,6.18
_0464_,6.18
_1080_,6.18
_1091_,6.18
_1168_,6.18
_1254_,6.18
_1320_,6.18
_1444_,6.18
_1506_,6.18
_1102_,6.14
_1169_,6.14
_1289_,6.14
_1347_,6.14
_1363_,6.14
I_addr[14],6.11
_0013_,6.08
_0295_,6.08
po_0.regf_0.rq_addr\[0\],6.08
_0541_,6.04
_0554_,6.02
_1208_,5.98
I_data[14],5.97
_0267_,5.965
_0343_,5.965
_0207_,5.96
_0588_,5.96
_0722_,5.92
_0166_,5.905
reset,5.87
_0840_,5.86
_1180_,5.85
_0941_,5.84
_1054_,5.84
_1093_,5.84
_1332_,5.84
_1369_,5.84
_1445_,5.84
_1521_,5.82
_0265_,5.805
_1041_,5.8
_1428_,5.8
uc_0._21_\[7\],5.8
_0838_,5.78
_0196_,5.765
D_W_data[14],5.75
D_addr[4],5.75
_0952_,5.74
_0979_,5.74
_0989_,5.74
_1027_,5.74
_1048_,5.74
_1073_,5.74
_1115_,5.74
_1422_,5.74
_0775_,5.72
_1017_,5.72
_1321_,5.72
_1373_,5.72
_1433_,5.72
po_0.regf_0._3_\[13\],5.72
_0954_,5.68
_1113_,5.68
_1331_,5.68
_1461_,5.68
_0150_,5.62
_0259_,5.62
_0281_,5.62
_0563_,5.62
po_0.regf_0._3_\[15\],5.62
_0333_,5.615
_0539_,5.6
_0610_,5.6
_0918_,5.6
_1476_,5.6
_1619_,5.6
_0345_,5.58
_0085_,5.545
_0188_,5.545
D_W_data[15],5.53
D_W_data[5],5.53
I_addr[5],5.53
I_data[10],5.53
_0469_,5.52
_0230_,5.505
_0293_,5.505
_0040_,5.475
_0076_,5.435
_0195_,5.405
_0793_,5.4
_0202_,5.38
_0579_,5.38
_0745_,5.38
_0848_,5.38
_0876_,5.38
_1252_,5.38
_1414_,5.38
_1626_,5.38
po_0.alu_0._10_\[12\],5.38
po_0.alu_0._10_\[6\],5.38
po_0.regf_0._3_\[5\],5.38
_0625_,5.34
_0779_,5.34
_1014_,5.34
_1239_,5.34
_1371_,5.34
_1419_,5.34
D_W_data[10],5.31
_0017_,5.305
_0030_,5.305
_0062_,5.305
_0141_,5.305
_0165_,5.305
_0194_,5.305
_0342_,5.305
_0991_,5.28
_1299_,5.28
_1305_,5.28
_0043_,5.265
_0373_,5.26
_0602_,5.26
_0750_,5.26
_0912_,5.26
_0997_,5.26
_1277_,5.26
_1382_,5.26
_1510_,5.26
_1606_,5.26
_0016_,5.245
_0706_,5.24
_0757_,5.22
_0758_,5.22
_0983_,5.22
_1015_,5.22
_1220_,5.22
_1403_,5.22
_1479_,5.22
I_data[7],5.19
_0326_,5.18
_0048_,5.16
_0053_,5.16
_0129_,5.16
_0305_,5.16
_0391_,5.16
_0547_,5.16
_0805_,5.16
po_0.regf_0.rq_addr\[2\],5.16
_1270_,5.14
po_0.regf_0.rf\[13\]\[13\],5.14
_1291_,5.12
_1301_,5.12
_0624_,5.1
_0139_,5.095
_0011_,5.085
_0012_,5.085
_0289_,5.085
D_W_data[2],5.07
I_addr[15],5.07
_0405_,5.06
_0397_,5.04
_1228_,5.04
_1198_,5.02
_0096_,5.005
_0185_,4.975
_0828_,4.95
_0583_,4.94
_0585_,4.94
_0842_,4.92
_1016_,4.92
_1075_,4.92
_1292_,4.92
_1340_,4.92
_1364_,4.92
_1387_,4.92
_1407_,4.92
_1413_,4.92
_1464_,4.92
_1481_,4.92
_1639_,4.92
_0052_,4.885
_0308_,4.885
_1030_,4.88
_1341_,4.88
_1636_,4.88
D_W_data[7],4.85
I_addr[0],4.85
I_addr[2],4.85
I_addr[7],4.85
I_data[2],4.85
leds[3],4.85
_0058_,4.845
_0116_,4.845
_0319_,4.845
_0143_,4.82
_0379_,4.82
_0491_,4.82
_1117_,4.82
_1234_,4.82
_1304_,4.82
_1329_,4.82
_0603_,4.8
_0717_,4.8
_0934_,4.8
_0981_,4.8
_0998_,4.8
_1103_,4.8
_1324_,4.8
_1484_,4.8
_1496_,4.8
_1509_,4.8
_1611_,4.8
_0145_,4.785
_0994_,4.76
_1058_,4.76
_1090_,4.76
_1351_,4.76
_1527_,4.76
_1540_,4.76
_0055_,4.755
_0138_,4.755
D_R_data[4],4.73
D_W_data[6],4.73
_0133_,4.7
_0335_,4.7
_1064_,4.68
_1202_,4.68
_1164_,4.66
_1469_,4.66
_0496_,4.6
_0167_,4.545
_1316_,4.54
_0519_,4.48
_0892_,4.48
_1171_,4.48
_1287_,4.48
_1315_,4.48
_1012_,4.46
_1026_,4.46
_1051_,4.46
_1145_,4.46
_1153_,4.46
_1338_,4.46
_1497_,4.46
_1630_,4.46
_1595_,4.44
_0046_,4.425
_0183_,4.425
_0209_,4.425
_0231_,4.425
_0456_,4.42
_0875_,4.42
_0913_,4.42
_1013_,4.42
_1069_,4.42
_1076_,4.42
_1350_,4.42
_1366_,4.42
_1385_,4.42
_1412_,4.42
_1415_,4.42
_1467_,4.42
_1558_,4.42
_1569_,4.42
_0144_,4.405
D_W_data[1],4.39
_0785_,4.36
_0851_,4.36
_0920_,4.36
_0973_,4.36
_1390_,4.36
_1512_,4.36
po_0.alu_0._11_\[14\],4.36
po_0.alu_0._11_\[9\],4.36
_0358_,4.34
_0421_,4.34
_0474_,4.34
_0676_,4.34
_0769_,4.34
_1187_,4.34
_1223_,4.34
_1245_,4.34
po_0.alu_0._11_\[11\],4.34
_0142_,4.325
_0158_,4.325
_0303_,4.325
_0322_,4.325
_0009_,4.295
_0054_,4.24
_0126_,4.24
_0283_,4.24
_0330_,4.24
_0365_,4.24
_0531_,4.24
_0561_,4.22
_0031_,4.165
_0175_,4.165
_0816_,4.14
_0886_,4.12
po_0.alu_0._10_\[10\],4.1
_0220_,4.025
_0799_,4.02
_1143_,4.02
_1634_,4.02
po_0.alu_0._10_\[7\],4.02
_0798_,4
_0813_,4
_0922_,4
_1059_,4
_1148_,4
_1273_,4
_1465_,4
_1505_,4
_1544_,4
po_0.regf_0.rq_addr\[1\],4
_0553_,3.98
_0581_,3.98
po_0.regf_0.w_addr\[0\],3.98
_0114_,3.965
_0192_,3.965
_0334_,3.965
D_R_data[11],3.93
D_R_data[6],3.93
I_data[1],3.93
_0042_,3.925
_0090_,3.925
_0105_,3.925
_0199_,3.925
_1383_,3.9
po_0.alu_0._11_\[10\],3.9
_0403_,3.88
_0521_,3.88
_0657_,3.88
_1034_,3.88
_1284_,3.88
_1381_,3.88
_1427_,3.88
_1530_,3.88
_1590_,3.88
net63,3.88
_0015_,3.865
_0268_,3.865
_0282_,3.865
_0857_,3.86
_0297_,3.8
_0323_,3.8
_0299_,3.785
_0264_,3.78
_0292_,3.78
_0336_,3.78
_1229_,3.78
_0644_,3.76
_1547_,3.74
_0035_,3.705
_0102_,3.705
_0197_,3.705
_0109_,3.685
_0791_,3.68
po_0.alu_0._11_\[12\],3.68
_0386_,3.66
_0483_,3.66
_0522_,3.66
_0071_,3.655
po_0.alu_0._10_\[8\],3.64
_0063_,3.625
_0107_,3.625
_0118_,3.625
_0249_,3.625
_0560_,3.56
_1176_,3.56
_1261_,3.56
_1628_,3.56
_1629_,3.56
_0682_,3.54
_0924_,3.54
_1483_,3.54
po_0.alu_0._11_\[0\],3.54
_0317_,3.515
_0070_,3.505
_0148_,3.505
_0314_,3.505
_0087_,3.465
_0128_,3.465
_0176_,3.465
_0178_,3.465
_0181_,3.465
_0222_,3.465
_0340_,3.465
_0910_,3.44
_0956_,3.44
_0993_,3.44
_1072_,3.44
_1085_,3.44
_0368_,3.42
_0377_,3.42
_0453_,3.42
_0534_,3.42
_0538_,3.42
_0551_,3.42
_0693_,3.42
_0703_,3.42
_0987_,3.42
_1018_,3.42
_1029_,3.42
_1110_,3.42
_1355_,3.42
_1459_,3.42
_1494_,3.42
_0045_,3.405
_0081_,3.405
_0106_,3.405
_0157_,3.405
_0212_,3.405
_0218_,3.405
_0232_,3.405
_0251_,3.405
_0287_,3.405
_0088_,3.345
_0179_,3.345
_0324_,3.345
_0039_,3.34
_0120_,3.34
_0159_,3.34
_0255_,3.34
_0261_,3.34
_0280_,3.34
_0294_,3.34
_0338_,3.34
_0243_,3.32
_0332_,3.32
_1109_,3.3
_0025_,3.245
_0047_,3.245
_0244_,3.245
_0300_,3.245
_0348_,3.22
_0313_,3.2
_0406_,3.2
net78,3.2
_0170_,3.175
_0310_,3.175
_1209_,3.1
_1627_,3.1
_0781_,3.08
_1065_,3.08
_1199_,3.08
_1288_,3.08
_1295_,3.08
_1345_,3.08
_1352_,3.08
_1399_,3.08
_1511_,3.08
_1516_,3.08
_1638_,3.08
_1238_,3.06
_0066_,3.045
_0092_,3.045
_0121_,3.045
_0270_,3.045
_0093_,3.005
_0094_,3.005
_0187_,3.005
_0271_,3.005
_0316_,3.005
_0140_,3
_0325_,3
_0969_,2.98
_1346_,2.98
_0375_,2.96
_0890_,2.96
_1028_,2.96
_1036_,2.96
_1155_,2.96
_1158_,2.96
_1300_,2.96
_1339_,2.96
_1392_,2.96
_1495_,2.96
_0018_,2.945
_0021_,2.945
_0033_,2.945
_0034_,2.945
_0036_,2.945
_0050_,2.945
_0069_,2.945
_0078_,2.945
_0080_,2.945
_0082_,2.945
_0113_,2.945
_0134_,2.945
_0154_,2.945
_0161_,2.945
_0168_,2.945
_0169_,2.945
_0177_,2.945
_0182_,2.945
_0189_,2.945
_0208_,2.945
_0236_,2.945
_0238_,2.945
_0241_,2.945
_0247_,2.945
_0254_,2.945
_0263_,2.945
_0320_,2.945
_0327_,2.945
_0065_,2.885
_0010_,2.86
_0229_,2.86
_0273_,2.86
_0749_,2.84
_0060_,2.785
_0149_,2.785
_0156_,2.785
_0160_,2.785
_0227_,2.785
_0246_,2.785
_0248_,2.785
_0296_,2.785
_0410_,2.76
_0484_,2.76
_0504_,2.76
_0699_,2.76
_1255_,2.76
_0125_,2.715
_0184_,2.715
_0217_,2.715
_0242_,2.715
_0278_,2.715
_0339_,2.715
_0385_,2.64
_0684_,2.64
_1166_,2.64
_1181_,2.64
_1251_,2.64
_1294_,2.64
po_0.alu_0._11_\[2\],2.64
_0549_,2.62
_0704_,2.62
_0824_,2.62
_0849_,2.62
_0932_,2.62
_0948_,2.62
_1040_,2.62
_1178_,2.62
po_0.alu_0._11_\[13\],2.62
po_0.alu_0._11_\[8\],2.62
po_0.regf_0._5_\[10\],2.62
_0204_,2.585
_0211_,2.585
_0023_,2.545
_0026_,2.545
_0057_,2.545
_0074_,2.545
_0112_,2.545
_0115_,2.545
_0245_,2.545
_0315_,2.545
_0863_,2.52
_1009_,2.52
_1074_,2.52
_1393_,2.52
_0523_,2.5
_0817_,2.5
_1032_,2.5
_1174_,2.5
_1268_,2.5
_1377_,2.5
_1466_,2.5
_0426_,2.4
_0019_,2.375
_0032_,2.375
_0059_,2.375
_0290_,2.375
po_0.alu_0._11_\[1\],2.375
_0056_,2.325
_0108_,2.325
_0110_,2.325
_0137_,2.325
_0219_,2.325
_0233_,2.325
_0250_,2.325
_0279_,2.325
_0311_,2.325
_0570_,2.3
_0759_,2.3
_0029_,2.255
_0132_,2.255
_0136_,2.255
_0235_,2.255
_0269_,2.255
_0277_,2.255
_0061_,2.205
_1219_,2.18
_1620_,2.18
_0713_,2.16
_0877_,2.16
_0977_,2.16
_0988_,2.16
_1025_,2.16
_1039_,2.16
_1078_,2.16
_1107_,2.16
_1141_,2.16
_1146_,2.16
_1207_,2.16
_1457_,2.16
_1462_,2.16
_1468_,2.16
_1624_,2.16
_1633_,2.16
_1635_,2.16
po_0.regf_0._3_\[12\],2.16
po_0.regf_0._3_\[4\],2.16
_0027_,2.125
_0260_,2.125
_0266_,2.125
_0302_,2.125
_0307_,2.125
_0022_,2.085
_0067_,2.085
_0079_,2.085
_0099_,2.085
_0174_,2.085
_0253_,2.085
_0318_,2.085
_0337_,2.085
_0822_,2.06
_0837_,2.06
_0917_,2.06
_0923_,2.06
_0947_,2.06
_1066_,2.06
_1118_,2.06
_1190_,2.06
_0435_,2.04
_0721_,2.04
_0946_,2.04
_1409_,2.04
po_0.alu_0._11_\[3\],2.04
_1309_,1.94
_0328_,1.915
_0024_,1.865
_0038_,1.865
_0098_,1.865
_0100_,1.865
_0103_,1.865
_0111_,1.865
_0146_,1.865
_0151_,1.865
_0153_,1.865
_0155_,1.865
_0171_,1.865
_0180_,1.865
_0191_,1.865
_0237_,1.865
_0257_,1.865
_0274_,1.865
_0285_,1.865
_0312_,1.865
_0765_,1.84
_0878_,1.84
_0801_,1.82
_1231_,1.72
_1265_,1.72
_0346_,1.7
_0387_,1.7
_0598_,1.7
_0833_,1.7
_0990_,1.7
_1079_,1.7
_1348_,1.7
_0331_,1.685
_0800_,1.6
_0926_,1.6
_0945_,1.6
_0999_,1.6
_1021_,1.6
_1094_,1.6
_1246_,1.6
_1349_,1.6
_1380_,1.6
_1395_,1.6
_1434_,1.6
_0028_,1.575
_0072_,1.575
_0117_,1.575
_0172_,1.575
_0186_,1.575
_0256_,1.575
_0262_,1.575
_0288_,1.575
_0298_,1.575
_0321_,1.575
_0383_,1.48
_0971_,1.48
_0037_,1.405
_0049_,1.405
_0051_,1.405
_0104_,1.405
_0234_,1.405
_0304_,1.405
_0656_,1.38
_0719_,1.38
_1275_,1.38
_1586_,1.36
_0774_,1.14
_0811_,1.14
_0845_,1.14
_0854_,1.14
_0884_,1.14
_0915_,1.14
_0937_,1.14
_0944_,1.14
_0995_,1.14
_1000_,1.14
_1019_,1.14
_1052_,1.14
_1067_,1.14
_1077_,1.14
_1083_,1.14
_1096_,1.14
_1106_,1.14
_1112_,1.14
_1327_,1.14
_1374_,1.14
_1421_,1.14
_1425_,1.14
_1446_,1.14
_1450_,1.14
_1451_,1.14
_1453_,1.14
_1244_,0.92
_1259_,0.92
_0355_,0.46
_0418_,0.46
_0432_,0.46
_1285_,0.46
